vin,year,make,model,trim,price,mileage,body_style,seats,features,photo_url,listing_url,location,dealer_phone,doc_fee,stock_number
4JGFB4FB8RB063199,2024,Mercedes-Benz,GLE,GLE 350 4MATIC,52700,24622,,,White; Leatherette; 9-Speed Automatic; 2.0L I4 Turbocharged; 4MATIC,https://imagescdn.dealercarsearch.com/Media/1129/24018348/639233644415282050.jpg,https://www.craigandlandrethcars.com/vdp/24018348/Used-2024-MercedesBenz-GLE-GLE-350-4MATIC-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20868A
1GB5YTEY4RF133552,2024,Chevrolet,Silverado 3500HD,LT Double Cab 4WD,52000,46166,,,Radiant Red Tintcoat; CLOTH SEAT TRIM; ALLISON 10-SPEED AUTOMATIC; 8 Cylinder Engine; Four Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168651/639233542524022238.jpg,https://www.craigandlandrethcars.com/vdp/24168651/Used-2024-Chevrolet-Silverado-3500HD-LT-Double-Cab-4WD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D47839
3C6UR5CL6RG312785,2024,RAM,2500,Tradesman 4WD Crew Cab Cummins Diesel,51800,35918,,,Gray; Vinyl; 6 Speed Automatic; Cummins 6.7L I6 Turbodiesel; 4WD,https://imagescdn.dealercarsearch.com/Media/1129/24096586/639231772029547993.jpg,https://www.craigandlandrethcars.com/vdp/24096586/Used-2024-RAM-2500-Tradesman-4WD-Crew-Cab-Cummins-Diesel-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20971
5GAERBKSXTJ318942,2026,Buick,Enclave,Sport Touring FWD,51588,134,,,"Cherry Red Tintcoat; PERFORATED LEATHERETTE SEAT TRIM; 8-SPEED AUTOMATIC, ELECTRONICALLY CONTROLLED; 4 Cylinder Engine; All Wheel Drive",https://imagescdn.dealercarsearch.com/Media/1123/24193325/639233544308359690.jpg,https://www.craigandlandrethcars.com/vdp/24193325/Used-2026-Buick-Enclave-Sport-Touring-FWD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48394
1FA6P8CF2S5415109,2025,Ford,Mustang,GT Coupe,51300,5757,,,Carbonized Gray; 6-Speed Manual; 99F; RWD,https://imagescdn.dealercarsearch.com/Media/1123/24168640/639233541465085698.jpg,https://www.craigandlandrethcars.com/vdp/24168640/Used-2025-Ford-Mustang-GT-Coupe-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48059
4JGFB4FBXSB284809,2025,Mercedes-Benz,GLE-Class,GLE350 4MATIC,51000,4595,,,Polar White; Automatic; 4 Cylinder Engine; 4MATIC,https://imagescdn.dealercarsearch.com/Media/1123/24168750/639233543457631685.jpg,https://www.craigandlandrethcars.com/vdp/24168750/Used-2025-MercedesBenz-GLEClass-GLE350-4MATIC-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D47842
SALGV5SE2LA594958,2020,Land Rover,Range Rover,P525 Autobiography LWB,50500,60927,,,Santorini Black Metallic; Automatic; 8 Cylinder Engine; Four Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168800/639233544039924943.jpg,https://www.craigandlandrethcars.com/vdp/24168800/Used-2020-Land-Rover-Range-Rover-P525-Autobiography-LWB-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48216A
2T2BAMCA0PC025817,2023,Lexus,RX 350,AWD,49800,28881,,,Eminent White Pearl; Automatic; 4 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168764/639233542470797497.jpg,https://www.craigandlandrethcars.com/vdp/24168764/Used-2023-Lexus-RX-350-AWD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48213
5YJSA1E55PF501851,2023,Tesla,Model S,Long Range,49800,47573,,,BLK; Automatic; Electric Motor; All Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168783/639233543846794255.jpg,https://www.craigandlandrethcars.com/vdp/24168783/Used-2023-Tesla-Model-S-Long-Range-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48272
1V2FN2CA4TC536303,2026,Volkswagen,Atlas,2.0T SEL Premium R-Line,49700,1469,,,White; Leatherette; 8-Speed Automatic with Tiptronic; 2.0L TSI; AWD,https://imagescdn.dealercarsearch.com/Media/1129/24035346/639233644956392158.jpg,https://www.craigandlandrethcars.com/vdp/24035346/Used-2026-Volkswagen-Atlas-20T-SEL-Premium-RLine-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20933
WA1LVBF76SD015526,2025,Audi,Q7,Premium Plus 55 TFSI quattro,49500,18577,,,Mythos Black Metallic; Automatic; V6 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168844/639233543296064943.jpg,https://www.craigandlandrethcars.com/vdp/24168844/Used-2025-Audi-Q7-Premium-Plus-55-TFSI-quattro-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48071
2T2BAMCA7RC083183,2024,Lexus,RX 350,AWD,49300,13770,,,Gray; Premium Synthetic; 8 Speed Automatic; 2.4L I4 PDI Turbocharged DOHC 16V LEV3-SULEV30 275; AWD,https://imagescdn.dealercarsearch.com/Media/1129/23936033/639233643887386935.jpg,https://www.craigandlandrethcars.com/vdp/23936033/Used-2024-Lexus-RX-350-AWD-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20834
1GNSCTKL1MR404426,2021,Chevrolet,Tahoe,High Country,49200,57729,,,Blue; Leather; 10-Speed Automatic with Overdrive; EcoTec3 6.2L V8; RWD,https://imagescdn.dealercarsearch.com/Media/1129/24028603/639233644806518515.jpg,https://www.craigandlandrethcars.com/vdp/24028603/Used-2021-Chevrolet-Tahoe-High-Country-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20926
WAUV2BF26NN037615,2022,Audi,A7,3.0 TFSI Prestige quattro,49200,26799,,,Mythos Black Metallic; Automatic; V6 Cylinder Engine; AWD,https://imagescdn.dealercarsearch.com/Media/3833/24239003/639233903751206135.jpg,https://www.craigandlandrethcars.com/vdp/24239003/Used-2022-Audi-A7-30-TFSI-Prestige-quattro-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D48209
KNDNE5K35T6572663,2026,Kia,Carnival,SX Prestige,48900,2438,,,Ceramic Silver; PURE LEATHER SEAT TRIM; 8-Speed Shiftable Automatic; V6 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168797/639233544073828640.jpg,https://www.craigandlandrethcars.com/vdp/24168797/Used-2026-Kia-Carnival-SX-Prestige-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48293
JTEVA5BR2S5067387,2025,Toyota,4Runner,TRD Sport 4WD,48799,7687,,,Supersonic Red; FABRIC SEAT TRIM (FA); 8-Speed Shiftable Automatic; 4 Cylinder Engine; Four Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24235036/639236132875104754.jpg,https://www.craigandlandrethcars.com/vdp/24235036/Used-2025-Toyota-4Runner-TRD-Sport-4WD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48289
2T2BAMCA2PC015869,2023,Lexus,RX 350,Premium Plus AWD,48200,30054,,,White; Leather; 8 Speed Automatic; 2.4L I4 PDI Turbocharged DOHC 16V LEV3-SULEV30 275; AWD,https://imagescdn.dealercarsearch.com/Media/1129/23936037/639233643958280595.jpg,https://www.craigandlandrethcars.com/vdp/23936037/Used-2023-Lexus-RX-350-Premium-Plus-AWD-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20833
3C6TR5EJ3NG387493,2022,RAM,2500,Power Wagon Crew Cab SWB 4WD,48111,62170,,,Delmonico Red Pearlcoat; Automatic; 8 Cylinder Engine; 4WD,https://imagescdn.dealercarsearch.com/Media/3833/24219496/639233615443793392.jpg,https://www.craigandlandrethcars.com/vdp/24219496/Used-2022-RAM-2500-Power-Wagon-Crew-Cab-SWB-4WD-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D47792B
2T2BAMCAXPC029289,2023,Lexus,RX 350,AWD,48000,56423,,,Iridium; Automatic; 4 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168767/639233542660812017.jpg,https://www.craigandlandrethcars.com/vdp/24168767/Used-2023-Lexus-RX-350-AWD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48147A
3C63R3DL9NG353050,2022,RAM,3500,Big Horn Crew Cab SWB 4WD,47888,72751,,,Bright White; 6 Speed Automatic; Straight 6 Cylinder Engine; 4WD,https://imagescdn.dealercarsearch.com/Media/3833/24218183/639233615040850939.jpg,https://www.craigandlandrethcars.com/vdp/24218183/Used-2022-RAM-3500-Big-Horn-Crew-Cab-SWB-4WD-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D48078A
3TMLB5JN4TM292378,2026,Toyota,Tacoma,TRD Sport Double Cab 4WD,47500,15,,,Underground; 2.4L L4 DOHC 16V; Four Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24213981/639233542930345719.jpg,https://www.craigandlandrethcars.com/vdp/24213981/Used-2026-Toyota-Tacoma-TRD-Sport-Double-Cab-4WD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48439
3MW33CM05T8G12699,2026,BMW,2-Series,230i xDrive Coupe,47362,1353,,,Portimao Blue Metallic; PERFORATED SENSATEC UPHOLSTERY; Automatic; 4 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168804/639233544081532431.jpg,https://www.craigandlandrethcars.com/vdp/24168804/Used-2026-BMW-2Series-230i-xDrive-Coupe-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48302
1GCPTFEK1S1203592,2025,Chevrolet,Colorado,ZR2 Crew Cab 4WD,46750,15877,,,Reef Blue Metallic; PERFORATED LEATHER-APPOINTED FRONT SEAT TRIM; 8-SPEED AUTOMATIC; 4 Cylinder Engine; Four Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168675/639233542160115629.jpg,https://www.craigandlandrethcars.com/vdp/24168675/Used-2025-Chevrolet-Colorado-ZR2-Crew-Cab-4WD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48155
1GTRUJEK7TZ122849,2026,GMC,Sierra 1500,Elevation Double Cab 4WD,46700,2385,,,Silver; Cloth; 8 Speed Automatic; 2.7L I4 Turbocharged DOHC 16V LEV3-SULEV30 310hp; 4WD,https://imagescdn.dealercarsearch.com/Media/1129/23983995/639233643941508141.jpg,https://www.craigandlandrethcars.com/vdp/23983995/Used-2026-GMC-Sierra-1500-Elevation-Double-Cab-4WD-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20876
1C4RDJDG2TC213401,2026,Dodge,Durango,GT Plus,45900,9015,,,White; Leather; 8 Speed Automatic; 3.6L V6 24V VVT; AWD,https://imagescdn.dealercarsearch.com/Media/1129/24096543/639233645176277949.jpg,https://www.craigandlandrethcars.com/vdp/24096543/Used-2026-Dodge-Durango-GT-Plus-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20964
1GTP6FEK2P1124768,2023,GMC,Canyon,Denali Crew Cab 4WD,45722,10709,,,Summit White; 8 Speed Automatic; 4 Cylinder Engine; 4WD,https://imagescdn.dealercarsearch.com/Media/3833/24224031/639233615644628651.jpg,https://www.craigandlandrethcars.com/vdp/24224031/Used-2023-GMC-Canyon-Denali-Crew-Cab-4WD-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D48386
3GTPUJEKXRG429108,2024,GMC,Sierra 1500,Elevation Crew Cab 4WD,45500,21391,,,Gray; Cloth; 8 Speed Automatic; 2.7L I4 Turbocharged DOHC 16V LEV3-SULEV30 310hp; 4WD,https://imagescdn.dealercarsearch.com/Media/1129/23829677/639141339597835824.jpg,https://www.craigandlandrethcars.com/vdp/23829677/Used-2024-GMC-Sierra-1500-Elevation-Crew-Cab-4WD-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20774
1C4PJXDG0TW277079,2026,Jeep,Wrangler,Willys,45300,2344,,,White; Cloth; 8 Speed Automatic; 3.6L V6 24V VVT; 4WD,https://imagescdn.dealercarsearch.com/Media/1129/24228990/639235659908015005.jpg,https://www.craigandlandrethcars.com/vdp/24228990/Used-2026-Jeep-Wrangler-Willys-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU21004A
JN1BZ4BH8RM363437,2024,Nissan,Z,Performance,45300,7521,,,White; Leather; 6 Speed Manual; 3.0L V6; RWD,https://imagescdn.dealercarsearch.com/Media/1129/24109075/639233645173757407.jpg,https://www.craigandlandrethcars.com/vdp/24109075/Used-2024-Nissan-Z-Performance-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20941A
1C6RJTBG2SL543374,2025,Jeep,Gladiator,Rubicon 4x4,45100,2110,,,Gray; Cloth; 8 Speed Automatic; 3.6L V6 24V VVT; 4WD,https://imagescdn.dealercarsearch.com/Media/1129/23772608/639223275918287303.jpg,https://www.craigandlandrethcars.com/vdp/23772608/Used-2025-Jeep-Gladiator-Rubicon-4x4-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20692
5LMPJ8JAXRJ844905,2024,Lincoln,Nautilus,Premiere,44750,37980,,,Infinite Black Metallic Clearcoat; 8-SPEED AUTOMATIC W/SELECTSHIFT; 4 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168817/639233544113517093.jpg,https://www.craigandlandrethcars.com/vdp/24168817/Used-2024-Lincoln-Nautilus-Premiere-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D47964A
1GNSKTKL5MR262519,2021,Chevrolet,Tahoe,High Country 4WD,44536,95617,,,Black; PERFORATED LEATHER SEATING SURFACES 1ST AND 2ND RO; Automatic; 8 Cylinder Engine; 4WD,https://imagescdn.dealercarsearch.com/Media/3833/24218156/639233614940483765.jpg,https://www.craigandlandrethcars.com/vdp/24218156/Used-2021-Chevrolet-Tahoe-High-Country-4WD-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D47657C
1G1YA2D77H5116726,2017,Chevrolet,Corvette,1LT,44447,27285,,,Gray; Leather; 7-Speed Manual with Active Rev Matching; 6.2L V8; RWD,https://imagescdn.dealercarsearch.com/Media/1129/24045350/639223275937193867.jpg,https://www.craigandlandrethcars.com/vdp/24045350/Used-2017-Chevrolet-Corvette-1LT-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20542B
WP0AB29947S733078,2007,Porsche,911,Carrera 4S,43950,118620,,,Not Specified; 6-SPEED MANUAL TRANSMISSION; Flat 6 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168833/639233542931598624.jpg,https://www.craigandlandrethcars.com/vdp/24168833/Used-2007-Porsche-911-Carrera-4S-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48345
1C6JJTBG6RL117033,2024,Jeep,Gladiator,Rubicon,43275,30957,,,Bright White Clearcoat; 8-SPEED AUTOMATIC (850RE); V6 Cylinder Engine; Four Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24205241/639233541306588934.jpg,https://www.craigandlandrethcars.com/vdp/24205241/Used-2024-Jeep-Gladiator-Rubicon-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48373A
1GNERNKW3PJ201090,2023,Chevrolet,Traverse,High Country,42800,26747,,,Radiant Red Tintcoat; PERFORATED LEATHER-APPOINTED SEAT TRIM; 9-SPEED AUTOMATIC; V6 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168707/639236563773998243.jpg,https://www.craigandlandrethcars.com/vdp/24168707/Used-2023-Chevrolet-Traverse-High-Country-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48321
1GT424E81FF536527,2015,GMC,Sierra 3500HD,Denali Crew Cab 4WD,42777,117146,,,Summit White; PERFORATED LEATHER-APPOINTED SEAT TRIM; 6 Speed Automatic; 8 Cylinder Engine; 4WD,https://imagescdn.dealercarsearch.com/Media/3833/24218157/639233614739450157.jpg,https://www.craigandlandrethcars.com/vdp/24218157/Used-2015-GMC-Sierra-3500HD-Denali-Crew-Cab-4WD-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D48142
1C6SRFMP0SN679550,2025,RAM,1500,Big Horn/Lone Star,42400,5881,,,Red; Cloth; 8 Speed Automatic; 3.0L I6; 4WD,https://imagescdn.dealercarsearch.com/Media/1129/23948018/639233499865895404.jpg,https://www.craigandlandrethcars.com/vdp/23948018/Used-2025-RAM-1500-Big-HornLone-Star-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20855
JTEJU5JR9M5854959,2021,Toyota,4Runner,Nightshade 4WD,42400,65404,,,White; Leather; 5 Speed Automatic; 4.0L V6 SMPI DOHC; 4WD,https://imagescdn.dealercarsearch.com/Media/1129/24039223/639233644973734981.jpg,https://www.craigandlandrethcars.com/vdp/24039223/Used-2021-Toyota-4Runner-Nightshade-4WD-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20935A
1N6AA1ED9MN519055,2021,Nissan,Titan,PRO-4X Crew Cab 4WD,41800,34095,,,Baja Storm; SEAT TRIM; Automatic; 8 Cylinder Engine; 4WD,https://imagescdn.dealercarsearch.com/Media/3833/24218160/639233615041090491.jpg,https://www.craigandlandrethcars.com/vdp/24218160/Used-2021-Nissan-Titan-PRO4X-Crew-Cab-4WD-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D48157
SALEJ7EX3P2141850,2023,Land Rover,Defender,S,41800,65022,,,White; Leather; 8 Speed Automatic; 2.0L Turbocharged; 4WD,https://imagescdn.dealercarsearch.com/Media/1129/23851037/639233643927204667.jpg,https://www.craigandlandrethcars.com/vdp/23851037/Used-2023-Land-Rover-Defender-S-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20763
4JGFB4KBXPA923712,2023,Mercedes-Benz,GLE-Class,GLE350 4MATIC,41688,55080,,,Black; Automatic; 4 Cylinder Engine; 4MATIC,https://imagescdn.dealercarsearch.com/Media/1123/24168794/639233544009199239.jpg,https://www.craigandlandrethcars.com/vdp/24168794/Used-2023-MercedesBenz-GLEClass-GLE350-4MATIC-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48240A
7SAYGDED6RF045575,2024,Tesla,Model Y,Performance,41400,6487,,,Pearl White Multi-Coat; Automatic; Electric Motor; Rear Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168790/639233543892955355.jpg,https://www.craigandlandrethcars.com/vdp/24168790/Used-2024-Tesla-Model-Y-Performance-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48287
1N6ED1FK8TN606594,2026,Nissan,Frontier,PRO-4X,41400,4957,,,Orange; Leather; 9-Speed Automatic with Overdrive; 3.8L DI DOHC 24V V6; 4WD,https://imagescdn.dealercarsearch.com/Media/1129/23989320/639233643974355087.jpg,https://www.craigandlandrethcars.com/vdp/23989320/Used-2026-Nissan-Frontier-PRO4X-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20888
1C6SRFGP4SN635322,2025,RAM,1500,Warlock 4WD Crew Cab,40800,35123,,,White; Cloth; 8 Speed Automatic; 3.0L I6; 4WD,https://imagescdn.dealercarsearch.com/Media/1129/24083198/639233645123497695.jpg,https://www.craigandlandrethcars.com/vdp/24083198/Used-2025-RAM-1500-Warlock-4WD-Crew-Cab-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20958
JTENU5JR5N6011158,2022,Toyota,4Runner,SR5 Premium 4WD,40800,53347,,,Red; Premium Synthetic; 5-Speed with ECT; 4.0L V6 DOHC 24V; 4WD,https://imagescdn.dealercarsearch.com/Media/1129/23989336/639233643975136354.jpg,https://www.craigandlandrethcars.com/vdp/23989336/Used-2022-Toyota-4Runner-SR5-Premium-4WD-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20889
1C4RJKAG0S8744214,2025,Jeep,Grand Cherokee L,Altitude X,40500,3116,,,White; Premium Synthetic; 8 Speed Automatic; 3.6L V6 24V VVT; 4WD,https://imagescdn.dealercarsearch.com/Media/1129/24051698/639233645014927717.jpg,https://www.craigandlandrethcars.com/vdp/24051698/Used-2025-Jeep-Grand-Cherokee-L-Altitude-X-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20943
1FTFW1ED7PFC75186,2023,Ford,F-150,XLT SuperCrew 5.5-ft. Bed 4WD,40500,80425,,,Carbonized Gray; Automatic; V6 Cylinder Engine; 4WD,https://imagescdn.dealercarsearch.com/Media/3833/24227787/639233615544032915.jpg,https://www.craigandlandrethcars.com/vdp/24227787/Used-2023-Ford-F150-XLT-SuperCrew-55ft-Bed-4WD-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D48406
3TYLB5JN3RT017954,2024,Toyota,Tacoma 4WD,TRD Off-Road 4WD,40300,38816,,,Silver; Cloth; 8 Speed Automatic; 2.4L 4-Cylinder; 4WD,https://imagescdn.dealercarsearch.com/Media/1129/24110608/639233645203337226.jpg,https://www.craigandlandrethcars.com/vdp/24110608/Used-2024-Toyota-Tacoma-4WD-TRD-OffRoad-4WD-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20966
JTJAGCEZ5R5007578,2024,Lexus,NX,350 AWD,40250,31739,,,Eminent White Pearl; Automatic; 4 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168773/639233543796792733.jpg,https://www.craigandlandrethcars.com/vdp/24168773/Used-2024-Lexus-NX-350-AWD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48244
1C4RJYB65S8664478,2025,Jeep,Grand Cherokee 4xe,Base,39990,3792,,,Diamond Black Crystal Pearlcoat; 8-SPEED AUTOMATIC 8P75PH PHEV; 4 Cylinder Engine; Four Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168629/639233541240226527.jpg,https://www.craigandlandrethcars.com/vdp/24168629/Used-2025-Jeep-Grand-Cherokee-4xe-Base-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48067
5N1AZ3CSXTC105121,2026,Nissan,Murano,SL AWD,39800,7738,,,Champagne Silver Metallic; PRIMA-TEX LEATHERETTE SEAT TRIM W/PERFORATION; Automatic; 4 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24235054/639234698835156408.jpg,https://www.craigandlandrethcars.com/vdp/24235054/Used-2026-Nissan-Murano-SL-AWD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48420
JTHBZ1BL0KA018103,2019,Lexus,GS,350 RWD,39800,37033,,,Ultra White; Automatic; V6 Cylinder Engine; Rear Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24248078/639235562996138276.jpg,https://www.craigandlandrethcars.com/vdp/24248078/Used-2019-Lexus-GS-350-RWD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D47925B
1FMUK8KH4SGB32181,2025,Ford,Explorer,ST-Line AWD,39800,30131,,,Carbonized Gray; 10-SPEED AUTOMATIC; 4 Cylinder Engine; Four Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24193295/639233542130245253.jpg,https://www.craigandlandrethcars.com/vdp/24193295/Used-2025-Ford-Explorer-STLine-AWD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48389
5N1AZ3CS0TC102387,2026,Nissan,Murano,SL AWD,39800,9970,,,Aurora Blue Pearl Metallic; PRIMA-TEX LEATHERETTE SEAT TRIM W/PERFORATION; Automatic; 4 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24193327/639233544371243292.jpg,https://www.craigandlandrethcars.com/vdp/24193327/Used-2026-Nissan-Murano-SL-AWD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48393
